"receiver_id","purchasing_organisation","project_operatedby","installation_name","station_name","receiver_deployment_id","deployment_date","deployment_longitude","deployment_latitude","recovery_date","recovery_longitude","recovery_latitude","receiver_status"
"VR2AR-545644","IMOS-ATF","NSW DPI Movements of Coastal Sharks","Sydney Harbour","Nielson Park 400m",130704832,2016-03-10 04:08:01,151.2677,-33.84232,2016-10-13 23:25:46,151.2677,-33.84232,"NEW"
"VR2AR-545646","IMOS-ATF","NSW DPI Movements of Coastal Sharks","Sydney Harbour","Nielson Park 200m",130704823,2016-03-10 04:00:28,151.26552,-33.84539,2016-10-13 23:15:58,151.26552,-33.84539,"NEW"
"VR2AR-545638","IMOS-ATF","NSW DPI Movements of Coastal Sharks","Sydney Harbour","Mann Pt 500m",130704814,2016-03-10 03:20:45,151.18179,-33.84598,2016-10-14 00:20:53,151.18179,-33.84598,"NEW"
"VR2AR-545643","IMOS-ATF","NSW DPI Movements of Coastal Sharks","Sydney Harbour","Mann Pt 300m",130704797,2016-03-10 03:10:38,151.18365,-33.84497,2016-10-14 00:13:40,151.18365,-33.84497,"NEW"
"VR2AR-545657","IMOS-ATF","NSW DPI Movements of Coastal Sharks","Sydney Harbour","Mann Pt 150m",130612385,2016-03-10 03:00:00,151.18494,-33.84414,2016-10-14 00:02:54,151.18494,-33.84414,"NEW"
"VR2W-104510","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT24",132818355,2016-03-08 06:48:00,115.44509,-32.02237,2017-07-03 04:00:00,115.44509,-32.02237,NA
"VR2W-107458","Department of Fisheries, Government of Western Australia","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT25",135419811,2016-03-08 05:50:00,115.43718,-32.02237,2017-07-03 04:00:00,115.43718,-32.02237,"NEW"
"VR2W-119518","Department of Fisheries, Government of Western Australia","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT26",135419823,2016-03-08 04:50:00,115.42928,-32.02237,2017-07-03 04:00:00,115.42928,-32.02237,"NEW"
"VR2W-113119","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Flinders Uni Fleurieu & Victor Harbour","Port Elliott",132794913,2016-03-01 11:00:00,138.6831,-35.5411,2016-11-01 10:59:59,138.6831,-35.5411,"DEPLOYED"
"VR2W-114578","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Flinders Uni Fleurieu & Victor Harbour","Granite Island",132794915,2016-03-01 11:00:00,138.6365,-35.5568,2016-11-01 10:59:59,138.6365,-35.5568,"DEPLOYED"
"VR2W-114579","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Flinders Uni Fleurieu & Victor Harbour","Seal Island",132794911,2016-03-01 11:00:00,138.6442,-35.574517,2016-11-01 10:59:59,138.6442,-35.574517,"DEPLOYED"
"VR2W-113114","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Flinders Uni Fleurieu & Victor Harbour","Bluff",132794909,2016-03-01 11:00:00,138.6072,-35.5901,2016-11-01 10:59:59,138.6072,-35.5901,"DEPLOYED"
"VR2W-114576","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Flinders Uni Fleurieu & Victor Harbour","Kings",132794907,2016-03-01 11:00:00,138.58343,-35.608867,2016-11-01 10:59:59,138.58343,-35.608867,"DEPLOYED"
"VR2W-107343","NSW Department of Primary Industries","NSW DPI - SEACAMS","Tollgate Islands","Tollgate Islands 3 (New)",136114820,2016-02-29 13:00:00,150.2635,-35.75265,NA,NA,NA,"NEW"
"VR2W-101416","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT61",132818391,2016-02-29 06:53:00,115.57277,-32.07082,2017-07-03 04:00:00,115.57277,-32.07082,NA
"VR4-UWM-250395","IMOS-ATF","IMOS-ATF Bondi line","IMOS-ATF Bondi Line","BL 8",129560731,2016-02-29 14:00:00,151.33942,-33.92432,2016-11-02 10:54:00,151.33841,-33.92557,NA
"VR2W-104475","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT57",132818375,2016-02-29 05:59:00,115.5508,-32.04897,2017-04-02 10:00:00,115.5508,-32.04897,"RECOVERED"
"VR4-UWM-250375","IMOS-ATF","IMOS-ATF Bondi line","IMOS-ATF Bondi Line","BL 7",129560725,2016-02-29 13:16:00,151.33261,-33.92003,2016-11-02 10:31:00,151.33139,-33.92137,NA
"VR4-UWM-250378","IMOS-ATF","IMOS-ATF Bondi line","IMOS-ATF Bondi Line","BL 6",129560719,2016-02-29 13:00:00,151.32536,-33.91584,2016-10-05 13:58:45,151.32419,-33.91703,NA
"VR4-UWM-250382","IMOS-ATF","IMOS-ATF Bondi line","IMOS-ATF Bondi Line","BL 5",129560713,2016-02-29 12:44:00,151.31781,-33.91156,2016-10-05 13:37:56,151.3168,-33.9127,NA
"VR4-UWM-250403","IMOS-ATF","IMOS-ATF Bondi line","IMOS-ATF Bondi Line","BL 4",129560694,2016-02-29 12:28:00,151.31017,-33.90709,2016-10-05 13:12:30,151.3091,-33.90823,NA
"VR4-UWM-250372","IMOS-ATF","IMOS-ATF Bondi line","IMOS-ATF Bondi Line","BL 3",129560688,2016-02-29 12:10:00,151.30331,-33.9028,2016-10-05 12:48:46,151.3024,-33.9039,NA
"VR4-UWM-250398","IMOS-ATF","IMOS-ATF Bondi line","IMOS-ATF Bondi Line","BL 2",129560676,2016-02-29 11:10:02,151.29639,-33.89851,2016-10-06 12:26:00,151.29518,-33.89972,NA
"VR2W-104508","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT60",132818389,2016-02-27 08:42:00,115.56812,-32.06566,2017-07-03 04:00:00,115.56812,-32.06566,"RECOVERED"
"VR2W-104497","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT59",132818387,2016-02-27 08:04:00,115.5618,-32.05994,2017-07-03 04:00:00,115.5618,-32.05994,"DEPLOYED"
"VR2W-101415","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT58",132818381,2016-02-27 07:15:00,115.55611,-32.05437,2017-04-02 10:00:00,115.55611,-32.05437,NA
"VR2W-120784","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT56",132818369,2016-02-27 06:30:00,115.5453,-32.04348,2017-04-02 10:00:00,115.5453,-32.04348,"NEW"
"VR2W-120780","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT55",132818363,2016-02-27 05:52:00,115.5398,-32.038,2017-04-02 10:00:00,115.5398,-32.038,"NEW"
"VR2W-106058","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT54",132818361,2016-02-27 05:11:00,115.5343,-32.03251,2017-07-03 04:00:00,115.5343,-32.03251,"NEW"
"VR2W-104515","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT78",132818423,2016-02-23 06:43:00,115.68667,-32.2534,2017-04-03 10:00:00,115.68667,-32.2534,"DEPLOYED"
"VR2W-125116","Department of Fisheries, Government of Western Australia","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT77",135419938,2016-02-23 06:26:00,115.68764,-32.24876,2017-04-03 06:30:00,115.68764,-32.24876,"NEW"
"VR2W-101664","NSW Department of Primary Industries","NSW DPI - SEACAMS","South West Rocks","Green Island",136114419,2016-02-22 23:50:00,153.0906,-30.9099,NA,NA,NA,NA
"VR2W-112156","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB13",129580930,2016-02-18 04:11:00,150.6707,-35.034316,2017-07-13 05:15:00,150.6707,-35.034316,NA
"VR2W-112153","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB20",129580952,2016-02-18 02:31:00,150.7662,-35.1140833333333,2016-05-18 00:21:00,150.7662,-35.1140833333333,NA
"VR2W-121557","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB19",129580950,2016-02-18 02:02:00,150.7640167,-35.12125,2017-07-13 03:02:00,150.7640167,-35.12125,NA
"VR2W-100739","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB18",129580948,2016-02-18 01:25:00,150.7531667,-35.12335,2017-07-10 06:11:00,150.7531667,-35.12335,NA
"VR2W-111071","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB17",129580938,2016-02-18 00:50:00,150.7475667,-35.13058333,2017-07-10 05:40:00,150.7475667,-35.13058333,NA
"VR2W-122032","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB16",129580936,2016-02-18 00:15:00,150.7283167,-35.13406667,2017-07-10 05:09:00,150.7283167,-35.13406667,NA
"VR2W-100736","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB4",130953099,2016-02-18 00:00:00,150.6842833,-35.0689,2017-06-09 00:00:00,150.6842833,-35.0689,NA
"VR2W-106293","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB15",129580934,2016-02-17 23:41:00,150.7071,-35.12063333,2017-07-10 04:56:00,150.7071,-35.12063333,NA
"VR2W-114411","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB14",129580932,2016-02-17 23:09:00,150.695533333333,-35.1022666666667,2017-07-10 03:57:00,150.695533333333,-35.1022666666667,"DEPLOYED"
"VR2W-101079","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB10",129580900,2016-02-17 22:30:00,150.695583333333,-35.09691667,2017-07-10 03:17:00,150.695583333333,-35.09691667,NA
"VR2W-100729","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB12",129580920,2016-02-17 21:43:00,150.673316666667,-35.02845,2017-07-13 05:45:00,150.673316666667,-35.02845,NA
"VR2W-114410","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB9",129580892,2016-02-15 03:22:00,150.6956,-35.090616,2016-04-26 01:10:00,150.6956,-35.090616,"DEPLOYED"
"VR2W-121137","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB8",129580869,2016-02-15 02:47:00,150.69497,-35.085283,2016-05-18 11:10:00,150.69497,-35.085283,NA
"VR2W-114415","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB7",129580847,2016-02-15 02:00:00,150.69445,-35.08076667,2016-05-18 01:43:00,150.69445,-35.08076667,"DEPLOYED"
"VR2W-106067","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB6",129580837,2016-02-15 01:31:00,150.6995,-35.07333333,2017-07-10 00:38:00,150.6995,-35.07333333,NA
"VR2W-111070","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB5",129580835,2016-02-15 00:41:30,150.6986,-35.0689,2017-07-13 02:02:00,150.6986,-35.0689,NA
"VR2C-450166","IMOS-ATF","Clever Buoy Shark Detection System","Clever Buoy Trial 2016","Clever Buoy Bondi",130326990,2016-02-15 11:00:00,151.279317,-33.896617,2016-04-28 09:59:59,151.279317,-33.896617,"NEW"
"VR2W-102022","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB3",129580833,2016-02-14 23:59:45,150.6815,-35.04953333,2017-07-13 01:10:00,150.6815,-35.04953333,NA
"VR2W-122033","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB2",129580819,2016-02-14 23:17:33,150.6790833,-35.04226667,2017-07-13 00:34:00,150.6790833,-35.04226667,NA
"VR2W-110019","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JB11",129580918,2016-02-14 22:05:00,150.714867,-35.01173,2017-07-12 23:19:00,150.714867,-35.01173,NA
"VR2AR-545636","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N6",129440520,2016-02-12 08:58:00,150.20065,-36.25874,2017-02-16 10:03:00,150.20065,-36.25874,"NEW"
"VR2AR-545584","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N5",129440514,2016-02-12 08:51:00,150.19165,-36.25978,2017-02-17 11:35:00,150.19165,-36.25978,"NEW"
"VR2AR-545601","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N4",129440512,2016-02-12 08:44:00,150.18266,-36.26078,2017-02-17 11:25:00,150.18266,-36.26078,"NEW"
"VR2AR-545635","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N9",129471215,2016-02-11 11:19:00,150.2364,-36.25471,2017-02-16 09:34:00,150.2364,-36.25471,"NEW"
"VR2AR-545589","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N7",129460525,2016-02-11 11:04:00,150.20949,-36.25771,2017-02-16 09:50:00,150.20949,-36.25771,"NEW"
"VR2AR-545661","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N3",129438050,2016-02-11 10:51:00,150.17381,-36.26173,2017-02-17 11:16:00,150.17381,-36.26173,"NEW"
"VR2AR-545648","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N2",129418048,2016-02-11 10:44:00,150.1644,-36.2628,2017-02-17 11:07:00,150.1644,-36.2628,"NEW"
"VR2W-106230","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N8",129471213,2016-02-10 12:43:00,150.2178,-36.256787,2017-02-15 09:26:00,150.2178,-36.256787,NA
"VR2C-450166","IMOS-ATF","Clever Buoy Shark Detection System","Clever Buoy Trial 2016","Clever Buoy Chowder Bay",130194312,2016-02-10 11:00:00,151.258139,-33.839311,2016-02-13 10:59:59,151.258139,-33.839311,"NEW"
"VR2W-106866","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N1",129388009,2016-02-10 08:36:00,150.1524,-36.26252,2017-02-15 08:40:00,150.1524,-36.26252,"DEPLOYED"
"VR2W-101424","Department of Fisheries, Government of Western Australia","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT64",135419882,2016-02-08 09:51:00,115.5878,-32.08784,2017-03-20 05:00:00,115.5878,-32.08784,"NEW"
"VR2W-119517","Department of Fisheries, Government of Western Australia","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT65",135419890,2016-02-08 09:22:00,115.59426,-32.09351,2017-03-20 05:00:00,115.59426,-32.09351,"NEW"
"VR2W-120773","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT66",132818397,2016-02-08 08:55:00,115.60044,-32.09843,2017-07-03 04:00:00,115.60044,-32.09843,"NEW"
"VR2W-110702","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT69",132818401,2016-02-08 07:31:00,115.61693,-32.11476,2017-03-17 11:00:00,115.61693,-32.11476,"NEW"
"VR2W-119507","Department of Fisheries, Government of Western Australia","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT68",135419898,2016-02-08 07:31:00,115.6114,-32.10928,2017-03-17 05:00:00,115.6114,-32.10928,"NEW"
"VR2W-120785","Department of Fisheries, Government of Western Australia","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT76",135419922,2016-02-03 09:20:00,115.6556,-32.15313,2017-07-03 04:00:00,115.6556,-32.15313,"NEW"
"VR2W-101418","Department of Fisheries, Government of Western Australia","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT75",135419914,2016-02-03 08:46:00,115.65,-32.14765,2017-07-03 04:00:00,115.65,-32.14765,"NEW"
"VR2W-120783","Department of Fisheries, Government of Western Australia","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT74",135419906,2016-02-03 08:13:00,115.6445,-32.14217,2017-04-01 09:41:00,115.6445,-32.14217,"NEW"
"VR2W-104492","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT73",132818417,2016-02-03 07:44:00,115.639,-32.13669,2017-04-01 11:00:00,115.639,-32.13669,"DEPLOYED"
"VR2W-101421","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT70",132818407,2016-02-03 07:10:00,115.6225,-32.12025,2017-03-17 11:00:00,115.6225,-32.12025,NA
"VR2W-107456","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT71",132818413,2016-02-03 06:30:00,115.628,-32.12573,2017-07-03 04:00:00,115.628,-32.12573,"NEW"
"VR2W-105741","Ocean Tracking Network (OTN)","IMOS-ATF / OTN Perth line","IMOS-ATF / OTN Perth line","PRT72",132818415,2016-02-03 05:46:00,115.6335,-32.13121,2017-07-03 04:00:00,115.6335,-32.13121,"NEW"
"VR2W-104181","IMOS-ATF","IMOS-ATF Cabbage Tree Bay Aquatic Reserve (CTBAR)","IMOS-ATF CTBAR","CTBAR NewNorth",129190156,2016-01-13 11:23:00,151.295083,-33.798622,2017-01-11 13:52:00,151.295083,-33.798622,NA
"VR2AR-545653","IMOS-ATF","IMOS-ATF Cabbage Tree Bay Aquatic Reserve (CTBAR)","IMOS-ATF CTBAR","CTBAR Outside NEW",129190158,2016-01-13 10:18:00,151.30556,-33.80074,2017-01-11 13:15:00,151.30556,-33.80074,"NEW"
"VR2AR-545592","IMOS-ATF","IMOS-ATF Bondi line","IMOS-ATF Bondi Line","BL 1",129187231,2016-01-12 10:11:00,151.28831,-33.89567,2017-01-11 11:01:00,151.28831,-33.89567,"NEW"
"VR2W-104128","NSW Department of Primary Industries","NSW DPI - SEACAMS","Jervis Bay","Jervis Bay 3 The Docks",136094374,2015-12-31 13:00:00,150.7997,-35.0841,NA,NA,NA,NA
"VR2W-107545","NSW Department of Primary Industries","NSW DPI - SEACAMS","The Shallows","The Shallows",136114612,2015-12-31 13:00:00,150.8845,-34.9754,NA,NA,NA,"NEW"
"VR2W-101815","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","PALFREY_3",139643497,2015-12-19 15:00:00,145.443333,-14.690483,2016-04-10 14:00:00,145.443333,-14.690483,NA
"VR2W-101773","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","TB2",139643515,2015-12-19 15:00:00,145.441383,-14.693133,2016-04-10 14:00:00,145.441383,-14.693133,"NEW"
"VR2W-106867","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","PALFREY_4",139643488,2015-12-19 15:00:00,145.443417,-14.690083,2016-04-10 14:00:00,145.443417,-14.690083,NA
"VR2W-114566","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","PALFREY_6",139643506,2015-12-19 15:00:00,145.441867,-14.69375,2016-04-10 14:00:00,145.441867,-14.69375,"DEPLOYED"
"VR2W-101761","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","TB4",139643344,2015-12-18 15:00:00,145.4507,-14.650267,2016-04-10 14:00:00,145.4507,-14.650267,NA
"VR2W-105729","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","NORTH_2",139643366,2015-12-18 15:00:00,145.453967,-14.646333,2016-04-10 14:00:00,145.453967,-14.646333,NA
"VR2W-101866","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","NORTH_4",139643375,2015-12-18 15:00:00,145.4533,-14.6451,2016-04-10 14:00:00,145.4533,-14.6451,NA
"VR2W-105724","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","NORTH REEF_1",139643357,2015-12-18 15:00:00,145.4537,-14.6461,2016-04-10 14:00:00,145.4537,-14.6461,NA
"VR2W-105730","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","SOUTH_2",139643315,2015-12-18 15:00:00,145.448,-14.679033,2016-04-10 14:00:00,145.448,-14.679033,NA
"VR2W-104183","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","SOUTH_3",139643326,2015-12-18 15:00:00,145.450833,-14.652933,2016-04-10 14:00:00,145.450833,-14.652933,"DEPLOYED"
"VR2W-114566","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","PALFREY_6",139643475,2015-12-15 15:00:00,145.441867,-14.69375,2015-12-19 15:00:00,145.441867,-14.69375,"DEPLOYED"
"VR2W-101667","NSW Department of Primary Industries","NSW DPI - SEACAMS","South West Rocks","Fish Rock 2 - SW",136113762,2015-12-11 23:00:00,153.1002,-30.9392,2016-11-30 13:00:00,153.1002,-30.9392,NA
"VR2W-107351","NSW Department of Primary Industries","NSW DPI - SEACAMS","South West Rocks","Fish Rock 1 - SE",136113645,2015-12-11 00:30:00,153.1013,-30.9398,2016-11-30 13:00:00,153.1013,-30.9398,"NEW"
"VR2W-107353","NSW Department of Primary Industries","NSW DPI - SEACAMS","South West Rocks","Fish Rock 4 NE Pinnacle",136114403,2015-12-10 23:00:00,153.1013,-30.9379,NA,NA,NA,"NEW"
"VR2W-101639","NSW Department of Primary Industries","NSW DPI - SEACAMS","South West Rocks","Fish Rock 3 NW",136114312,2015-12-10 23:00:00,153.1005,-30.9377,2016-11-14 13:00:00,153.1005,-30.9377,NA
"VR2W-127854","Macquarie University","Lane Cove River Australian Bass","Lane Cove River","LCR Bass 3",129581905,2015-12-10 01:00:00,151.144825607,-33.7846301623,2016-09-15 07:00:00,151.144825607,-33.7846301623,"NEW"
"VR2W-127853","Macquarie University","Lane Cove River Australian Bass","Lane Cove River","LCR Bass 2",129581899,2015-12-10 01:00:00,151.144825607,-33.7846301623,2016-09-16 09:00:00,151.144825607,-33.7846301623,"NEW"
"VR2W-127852","Macquarie University","Lane Cove River Australian Bass","Lane Cove River","LCR Bass 1",129581897,2015-12-10 01:00:00,151.144825607,-33.7846301623,2016-09-28 09:00:00,151.144825607,-33.7846301623,"NEW"
"VR2W-113125","IMOS-ATF","Lane Cove River Australian Bass","Lane Cove River","LCR Bass 8",129581908,2015-12-10 01:00:00,151.136810992,-33.7761316416,2016-09-16 09:00:00,151.136810992,-33.7761316416,NA
"VR2W-106653","IMOS-ATF","Lane Cove River Australian Bass","Lane Cove River","LCR Bass 4",129581923,2015-12-10 01:00:00,151.156458902,-33.7915786078,2016-09-16 09:00:00,151.156458902,-33.7915786078,"RECOVERED"
"VR2W-101728","IMOS-ATF","Lane Cove River Australian Bass","Lane Cove River","LCR Bass 5",129581925,2015-12-10 01:00:00,151.1566788,-33.800163515,2016-09-16 09:00:00,151.1566788,-33.800163515,"RECOVERED"
"VR2W-107507","IMOS-ATF","Lane Cove River Australian Bass","Lane Cove River","LCR Bass 7",129581917,2015-12-10 01:00:00,151.144253,-33.8148209986,2016-09-16 09:00:00,151.144253,-33.8148209986,NA
"VR2W-120743","IMOS-ATF","Lane Cove River Australian Bass","Lane Cove River","LCR Bass 6",129581910,2015-12-10 01:00:00,151.143970548,-33.8058070419,2016-09-16 09:00:00,151.143970548,-33.8058070419,NA
"VR2W-104183","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","SOUTH_3",139643461,2015-12-07 15:00:00,145.441867,-14.69375,2015-12-15 15:00:00,145.441867,-14.69375,"DEPLOYED"
"VR2W-105730","IMOS-ATF","Rabbitfish territory fidelity off Lizard Island","Lizard Island, QLD","SOUTH_2",139643455,2015-12-07 15:00:00,145.443833,-14.696533,2015-12-15 15:00:00,145.443833,-14.696533,NA
"VR2W-122981","The University of Queensland","Wenlock River Array, Gulf of Carpentaria","Wenlock River","TPTWIN",130927225,2015-12-07 03:00:00,141.9137,-12.28199,2016-12-07 07:05:00,141.9137,-12.28199,NA
"VR2W-122982","The University of Queensland","Wenlock River Array, Gulf of Carpentaria","Wenlock River","TPUPP",130927227,2015-12-06 04:00:00,141.96608,-12.33315,2016-12-09 06:00:00,141.96608,-12.33315,NA
"VR2W-110444","The University of Queensland","Wenlock River Array, Gulf of Carpentaria","Wenlock River","Tentpole Upstream 2",130927219,2015-12-06 03:50:00,141.93401,-12.30588,2016-05-29 02:55:00,141.93401,-12.30588,NA
